,FFP_TIER,AVG_INTERVAL,avg_discount,EXCHANGE_COUNT,Point_NotFlight,Ration_L1Y_Flight_Count,L1Y_BP_SUM,P1Y_BP_SUM,Customer_Status
16002,4,20.0625,0.618455732,0,0,0.647058824,7488,5368,准流失
16003,4,39.0,0.834179856,0,0,0.368421053,5885,8187,已流失
16004,4,60.85714286,1.152130245,0,0,0.25,3770,9263,已流失
16005,4,27.86363636,0.867919618,0,0,0.391304348,3994,9131,已流失
16006,4,64.5,0.744562833,0,0,0.363636364,7306,6180,已流失
16007,4,14.5,0.550699331,0,2,0.862068966,8287,1980,准流失
16008,4,41.23529412,0.747928143,0,0,0.444444444,6464,4546,已流失
16009,4,144.5,1.352206371,0,0,0.8,13528,1319,准流失
16010,4,27.18181818,0.791710008,0,0,1.0,11786,0,未流失
16011,4,25.66666667,0.6495289,0,0,0.454545455,5741,5406,已流失
16012,4,45.72727273,0.827972527,1,20,0.333333333,5305,8828,已流失
16013,4,53.42857143,0.924983423,0,27,0.75,11257,4140,准流失
16014,4,42.17647059,0.620357819,2,3,0.388888889,4888,5598,已流失
16015,4,23.0,0.597005112,0,1,0.466666667,2919,8459,已流失
16016,4,63.3,0.877927497,0,0,0.636363636,9417,5149,准流失
16017,4,16.76190476,0.774430621,0,0,0.318181818,4578,8243,已流失
16018,4,42.5625,0.65174974,0,0,0.647058824,4823,5973,准流失
16019,4,26.88461538,0.808518519,0,3,0.333333333,5168,9560,已流失
16020,4,28.63636364,0.783895915,0,0,0.52173913,6933,7691,准流失
16021,4,32.78571429,0.974899676,0,23,0.6,11554,3521,准流失
16022,4,40.875,0.878381058,0,0,0.111111111,1697,11229,已流失
16023,4,44.8,0.83065685,0,0,0.181818182,3054,10893,已流失
16024,4,89.42857143,1.442105918,0,0,0.5,10420,5314,准流失
16025,4,68.57142857,0.65272345,4,4,0.875,4876,7499,准流失
16026,4,67.55555556,0.725,0,0,0.5,8654,3930,准流失
16027,4,31.63157895,0.639152729,2,2,0.35,6952,6377,已流失
16028,4,74.625,1.420061309,0,0,0.444444444,6072,9031,已流失
16029,4,34.61111111,0.751275014,0,0,0.368421053,4746,8226,已流失
16030,4,42.5,0.665587143,0,2,0.882352941,11451,683,准流失
16031,4,87.71428571,0.738846626,0,0,0.5,5190,6898,准流失
16032,4,33.88235294,0.909421857,2,5,0.444444444,6914,7450,已流失
16033,4,98.6,0.758477352,0,0,0.333333333,2392,7874,已流失
16034,4,74.0,0.704291797,0,0,0.333333333,5468,6949,已流失
16035,4,161.0,0.985813466,0,0,0.5,15206,1256,准流失
16036,4,51.33333333,0.549479756,0,0,0.538461538,6725,3371,准流失
16037,4,36.5625,0.638301735,0,2,0.529411765,6615,4421,准流失
16038,4,36.0,0.707960672,0,1,0.8,9648,3368,准流失
16039,4,30.17647059,0.655655281,0,24,0.833333333,8602,1393,准流失
16040,4,24.2,0.826013832,0,0,0.548387097,9983,6397,准流失
16041,4,46.54545455,0.867660016,0,0,0.583333333,9748,3260,准流失
16042,4,351.0,0.615,0,0,1.0,9304,0,未流失
16043,4,45.18181818,0.677912311,1,1,0.583333333,5270,8004,准流失
16044,4,53.92307692,0.660555897,0,0,0.5,7108,5382,准流失
16045,4,39.72222222,0.623122204,0,0,0.473684211,2000,8738,已流失
16046,4,47.33333333,0.560362478,0,0,0.5,4411,5125,准流失
16047,4,31.26666667,0.692476866,0,0,0.5625,7208,4486,准流失
16048,4,98.57142857,0.66625,0,0,0.375,3150,5250,已流失
16049,4,23.5625,0.69198408,1,1,0.588235294,7205,3769,准流失
16050,4,34.5,0.851069731,0,2,0.857142857,2467,12338,准流失
16051,4,34.25,0.652312899,0,0,0.153846154,1263,9064,已流失
16052,4,40.16666667,0.62016789,1,1,0.789473684,7018,2374,准流失
16053,6,44.1875,0.666875,0,0,0.764705882,8641,4783,准流失
16054,4,70.66666667,0.6934565,0,0,0.6,10047,4811,准流失
16055,4,16.6,0.794450904,0,0,0.0,0,14267,已流失
16056,4,29.95454545,0.712119202,0,0,0.304347826,1928,9884,已流失
16057,4,32.38461538,0.654605636,0,0,0.357142857,3695,5938,已流失
16058,4,42.7,0.811812682,0,0,0.454545455,5407,6475,已流失
16059,4,67.25,1.390029597,0,0,0.0,0,14131,已流失
16060,4,36.72222222,0.600795986,2,42,0.526315789,4028,6333,准流失
16061,4,42.85714286,0.514993659,0,0,0.4,3121,6303,已流失
16062,4,42.57142857,0.745773278,0,13,0.333333333,4655,7190,已流失
16063,4,29.72727273,0.747732272,1,1,0.47826087,5258,7490,已流失
16064,4,16.54545455,0.808779201,0,0,0.0,0,12949,已流失
16065,4,36.5625,0.693606777,0,0,0.647058824,6078,6710,准流失
16066,4,25.19230769,0.590669524,0,0,0.407407407,6268,7923,已流失
16067,4,40.73333333,0.725161462,0,16,0.625,7372,6469,准流失
16068,4,41.3,0.619655997,0,3,0.636363636,7858,3885,准流失
16069,4,12.81481481,0.649767281,0,0,1.0,10060,0,未流失
16070,4,42.1875,0.630785738,0,0,0.882352941,10643,763,准流失
16071,4,49.0,0.605909311,0,0,0.466666667,6011,4725,已流失
16072,5,19.68181818,0.929393564,0,0,0.782608696,11489,2842,准流失
16073,5,36.27777778,0.733939498,1,9,0.684210526,8637,4256,准流失
16074,4,22.375,0.628580518,0,0,0.68,6708,4887,准流失
16075,4,43.26666667,0.680159442,0,28,0.5625,9975,3755,准流失
16076,4,45.4,0.667326548,0,0,0.454545455,6903,6456,已流失
16077,4,40.30769231,0.590842549,0,0,0.5,5207,4996,准流失
16078,4,29.25,0.741606323,0,0,0.769230769,6195,4032,准流失
16079,4,44.07142857,0.758866761,0,2,0.4,4800,6908,已流失
16080,4,32.25,0.681455676,0,0,0.2,515,7988,已流失
16081,4,43.375,0.809589085,0,6,0.470588235,6316,8082,已流失
16082,4,46.0,0.565651257,0,0,0.0,0,10090,已流失
16083,4,20.1,0.780074309,0,0,0.0,0,12441,已流失
16084,4,52.66666667,1.10422098,0,0,0.857142857,12114,1211,准流失
16085,4,63.0,1.219820398,0,0,0.5,7671,6179,准流失
16086,4,31.30434783,0.673605601,2,30,0.458333333,4548,6340,已流失
16087,4,46.4,0.691106097,3,45,0.4375,3577,6348,已流失
16088,4,34.52631579,0.762917493,0,0,0.45,6125,6775,已流失
16089,4,44.09090909,0.729630476,0,0,0.333333333,3750,7859,已流失
16090,5,35.33333333,0.641644574,0,0,0.692307692,10554,422,准流失
16091,4,23.07407407,0.906003019,0,1,0.321428571,4563,8810,已流失
16092,4,88.6,0.454455685,1,1,0.333333333,5998,7675,已流失
16093,4,20.89473684,0.77081381,0,1,0.85,13477,1667,准流失
16094,4,71.71428571,0.844220834,2,31,0.375,2362,12440,已流失
16095,4,69.66666667,0.804981486,2,29,0.4,6548,6995,已流失
16096,4,33.83333333,0.627643933,1,3,0.615384615,5135,5983,准流失
16097,4,27.82608696,0.843843601,0,0,0.583333333,7342,4776,准流失
16098,4,64.22222222,0.840791524,0,7,0.3,4634,9101,已流失
16099,4,47.4,1.5,0,0,0.0,0,14455,已流失
16100,4,43.15384615,0.804182218,0,1,0.642857143,8138,5179,准流失
16101,4,46.21428571,0.733532779,0,0,0.466666667,4333,7836,已流失
16102,4,30.36842105,0.742526248,1,26,0.5,7187,5255,准流失
16103,4,28.44444444,0.853330677,0,0,0.473684211,8055,6932,已流失
16104,4,42.0,0.817647251,0,0,0.555555556,7782,7014,准流失
16105,4,50.57142857,0.726589929,0,0,0.875,9764,1024,准流失
16106,4,58.27272727,0.53665545,0,1,0.5,5079,5968,准流失
16107,4,66.7,0.762104621,2,18,0.181818182,2718,11248,已流失
16108,4,30.85714286,0.877837316,0,1,0.454545455,5780,8832,已流失
16109,4,25.0,0.653739369,0,2,0.206896552,3259,9611,已流失
16110,4,28.73684211,0.545958478,0,0,0.45,6388,6209,已流失
16111,4,35.85714286,0.84286847,0,0,0.666666667,8829,5296,准流失
16112,5,17.41935484,0.637051173,0,9,0.71875,11819,4466,准流失
16113,4,24.67857143,0.465041425,0,0,0.724137931,4727,2525,准流失
16114,4,23.13636364,0.746432912,0,0,0.652173913,9362,3444,准流失
16115,4,72.77777778,0.694729742,0,0,0.4,1890,8368,已流失
16116,4,39.78571429,0.874504289,0,0,0.333333333,3990,8382,已流失
16117,4,38.41666667,0.734759267,0,0,0.846153846,11479,1908,准流失
16118,4,43.0,0.738948718,0,0,0.3125,6002,5276,已流失
16119,4,40.125,0.570288465,0,0,0.588235294,7315,3714,准流失
16120,4,38.05263158,0.722302613,0,0,0.35,4153,9225,已流失
16121,4,48.6,0.386192685,0,0,0.5625,1388,2765,准流失
16122,4,50.33333333,0.923754007,0,0,0.4,2920,11019,已流失
16123,4,54.53846154,0.87180263,0,13,0.357142857,6104,8220,已流失
16124,4,23.76666667,0.75035158,0,0,0.419354839,5469,8961,已流失
16125,4,55.15384615,0.726702076,4,5,0.642857143,5482,5721,准流失
16126,5,38.35294118,0.684969594,0,0,0.388888889,2400,8473,已流失
16127,4,19.65517241,0.867502316,0,0,0.666666667,8002,5000,准流失
16128,4,21.71428571,0.639754858,0,0,0.5,4855,5903,准流失
16129,4,26.11538462,0.622249917,0,0,0.592592593,6386,3462,准流失
16130,4,43.0,0.81181291,0,0,0.461538462,10664,3328,已流失
16131,4,40.85714286,0.63646129,0,0,0.333333333,2183,9413,已流失
16132,4,48.09090909,0.825571295,1,65,0.333333333,4348,9415,已流失
16133,4,64.14285714,0.818796808,0,0,0.5,3504,8479,准流失
16134,6,49.84615385,0.544410076,0,4,0.214285714,3159,7130,已流失
16135,4,22.22222222,0.748280376,0,0,0.578947368,7051,4703,准流失
16136,4,28.07142857,0.637847104,2,20,0.8,10427,1036,准流失
16137,4,19.84615385,0.817857143,0,0,0.0,0,15334,已流失
16138,4,26.5,0.958010491,0,2,0.714285714,9780,4346,准流失
16139,4,17.6,0.699347562,0,0,0.666666667,8323,3757,准流失
16140,4,13.06666667,0.708189084,0,2,0.0,0,14220,已流失
16141,4,24.14285714,0.550410234,0,0,1.0,10180,0,未流失
16142,4,48.46666667,0.806805151,0,0,0.25,4619,9504,已流失
16143,4,55.33333333,0.583861093,1,1,0.0,0,10630,已流失
16144,4,41.70588235,0.626296017,0,1,0.444444444,3691,5346,已流失
16145,4,22.71428571,0.725113339,0,10,0.636363636,8991,3167,准流失
16146,4,35.8,0.867231491,0,10,0.3125,4624,8874,已流失
16147,4,28.76470588,0.786513766,0,0,0.666666667,8029,4566,准流失
16148,4,45.41666667,0.777478184,0,0,0.615384615,9519,5377,准流失
16149,4,45.125,0.81554599,0,0,0.411764706,2981,11042,已流失
16150,4,38.30769231,0.674171622,0,4,0.5,4670,5854,准流失
16151,4,37.0,0.886898963,0,0,0.631578947,9003,5081,准流失
16152,4,48.21428571,0.724794885,1,1,0.8,7574,2488,准流失
16153,4,40.66666667,0.696327594,0,0,0.307692308,3189,9889,已流失
16154,4,53.0,0.839334193,0,23,0.666666667,8056,4371,准流失
16155,4,45.5,0.716388969,2,2,0.181818182,3210,9977,已流失
16156,4,24.85714286,0.743674322,0,0,0.727272727,10418,3810,准流失
16157,4,80.5,0.655165754,0,0,0.222222222,479,8091,已流失
16158,6,65.5,1.452483495,0,0,0.555555556,7356,6425,准流失
16159,4,33.42857143,0.735051344,0,0,0.454545455,6462,8174,已流失
16160,4,48.58333333,0.588877736,0,0,0.769230769,7473,3698,准流失
16161,4,44.88888889,0.862167022,0,0,0.6,10985,4762,准流失
16162,4,48.15384615,0.548069764,0,0,0.5,7027,7027,准流失
16163,4,24.76,0.664745567,0,0,0.5,6628,8084,准流失
16164,4,35.94117647,0.800814414,0,1,0.388888889,7525,7545,已流失
16165,4,40.61538462,0.770679206,0,0,0.571428571,7229,5228,准流失
16166,4,55.30769231,0.715766119,0,0,0.428571429,7210,6951,已流失
16167,4,37.06666667,0.879835834,0,0,0.6875,10248,4934,准流失
16168,4,49.14285714,0.6587,0,0,0.466666667,6101,6888,已流失
16169,4,45.5,0.6726442,0,0,0.533333333,7147,4476,准流失
16170,4,38.0,0.551163674,0,0,0.578947368,3539,4924,准流失
16171,4,45.38461538,0.652916921,0,16,0.428571429,5095,5084,已流失
16172,4,71.0,1.109546467,0,1,0.444444444,2746,10677,已流失
16173,4,44.9375,0.517326435,0,0,0.294117647,2916,7669,已流失
16174,4,69.88888889,0.70232674,0,1,0.7,6771,3591,准流失
16175,4,50.81818182,0.730297552,1,1,0.5,4334,11855,准流失
16176,4,82.4,1.17165321,0,0,0.5,2842,11364,准流失
16177,4,29.52941176,0.622960864,0,4,0.166666667,484,9858,已流失
16178,4,44.1875,0.60579054,0,4,0.764705882,8626,3521,准流失
16179,4,56.5,0.711850441,0,1,0.181818182,1193,10028,已流失
16180,4,63.83333333,0.829316718,0,0,0.714285714,9599,3591,准流失
16181,4,36.28571429,0.673959311,0,0,0.733333333,9326,2738,准流失
16182,4,32.14285714,0.666165886,0,0,0.545454545,4570,7213,准流失
16183,4,37.42105263,0.810110641,0,0,0.4,4704,9166,已流失
16184,4,47.45454545,0.648055194,0,0,0.333333333,1105,7801,已流失
16185,4,51.25,0.889125439,0,0,0.461538462,2822,9435,已流失
16186,4,57.7,0.766072949,0,0,0.454545455,5554,7020,已流失
16187,4,37.0,0.753091936,0,0,0.5625,6955,5461,准流失
16188,4,18.3,0.768644155,0,0,0.952380952,13175,506,未流失
16189,5,22.63333333,0.773140209,5,10,0.677419355,11948,4296,准流失
16190,4,48.16666667,0.723952778,0,0,0.571428571,8576,5103,准流失
16191,4,76.625,0.469381994,0,0,0.444444444,5812,4472,已流失
16192,4,58.5,0.636253622,0,2,0.545454545,4046,6554,准流失
16193,4,35.17647059,0.733628458,0,0,0.555555556,10678,4799,准流失
16194,4,31.14285714,0.497631061,0,0,0.333333333,2910,6563,已流失
16195,4,42.875,0.714444444,0,0,0.888888889,6592,824,准流失
16196,4,50.07692308,0.527581113,0,0,0.214285714,3756,7638,已流失
16197,4,45.23076923,0.754618573,0,2,0.285714286,3877,10050,已流失
16198,4,47.66666667,0.53526648,0,0,0.375,4727,4940,已流失
16199,4,38.05882353,0.645815735,2,2,0.388888889,4315,6931,已流失
16200,4,24.92307692,0.630760419,0,0,0.071428571,484,10348,已流失
16201,4,13.71428571,0.517272727,0,4,0.727272727,7350,1680,准流失
16202,4,22.22727273,0.526731041,0,0,0.782608696,6362,2909,准流失
16203,4,19.81818182,0.55483895,0,0,0.782608696,8794,3044,准流失
16204,4,34.41176471,0.790314172,0,1,0.333333333,4713,10520,已流失
16205,4,23.8125,0.859269543,6,8,0.411764706,6723,7795,已流失
16206,4,53.90909091,0.725957851,1,2,0.333333333,6718,7343,已流失
16207,4,18.77272727,0.557659376,0,0,0.739130435,7047,3305,准流失
16208,4,42.0,0.728696927,0,0,0.153846154,1687,9992,已流失
16209,4,60.83333333,1.361859191,0,6,0.714285714,10198,4196,准流失
16210,4,39.3,0.814847558,1,6,0.727272727,8595,3815,准流失
16211,4,46.07142857,0.733305306,0,0,0.666666667,7934,3406,准流失
16212,4,48.57142857,0.629268324,1,1,0.533333333,9367,5082,准流失
16213,4,30.0,0.784701116,0,0,0.75,9495,2418,准流失
16214,4,102.1666667,0.907174839,0,1,0.571428571,9146,4704,准流失
16215,4,57.71428571,0.651859591,0,0,0.5,6649,4410,准流失
16216,4,23.4516129,0.7848092,0,0,0.78125,10288,2600,准流失
16217,4,49.64285714,0.590454221,0,0,0.4,3696,9089,已流失
16218,4,60.11111111,0.749220101,0,0,0.5,4579,7331,准流失
16219,4,57.25,0.771657782,0,0,0.0,0,17291,已流失
16220,4,55.75,0.642625,0,2,0.461538462,6328,5919,已流失
16221,4,42.86666667,0.656797374,2,2,0.4375,5317,5881,已流失
16222,4,31.26315789,0.688754332,0,2,0.5,9167,3088,准流失
16223,4,32.46666667,0.83816408,0,0,0.6875,8413,3663,准流失
16224,4,51.8,1.370601379,0,0,1.0,14594,0,未流失
16225,4,40.77777778,0.770412488,0,0,0.1,467,13904,已流失
16226,4,27.6,0.577244451,0,0,0.653846154,7062,3214,准流失
16227,4,44.06666667,0.659159147,0,1,0.75,9229,1907,准流失
16228,4,44.0,0.626364171,0,1,0.214285714,1558,8552,已流失
16229,4,45.15384615,0.728164981,2,2,0.5,5538,7200,准流失
16230,4,24.375,0.868099511,0,0,0.111111111,1198,12052,已流失
16231,4,26.61538462,0.741758351,0,0,0.0,0,10108,已流失
16232,4,46.57142857,0.663012193,3,3,0.4,4311,6694,已流失
16233,4,12.48648649,0.784972338,0,1,0.789473684,12718,2912,准流失
16234,4,36.26315789,0.717247821,0,0,0.45,6372,5787,已流失
16235,4,37.75,0.671096094,0,0,0.235294118,3027,8259,已流失
16236,4,58.55555556,0.698,0,0,0.6,5985,3192,准流失
16237,4,25.07407407,0.530993654,0,0,0.464285714,2667,6818,已流失
16238,4,38.5,0.57852154,0,0,0.470588235,4693,5330,已流失
16239,4,42.3125,0.577264235,1,20,0.470588235,7210,4319,已流失
16240,4,46.875,0.796666667,0,0,0.444444444,7868,7473,已流失
16241,4,30.63157895,0.68291938,1,1,0.3,4056,7921,已流失
16242,4,43.84615385,0.671683356,0,4,0.785714286,9233,3064,准流失
16243,4,35.94736842,0.756445517,0,0,0.65,8565,5547,准流失
16244,4,26.68421053,0.600936794,0,0,0.7,5620,4615,准流失
16245,4,36.93333333,0.698738384,0,0,0.75,11048,1568,准流失
16246,4,47.22222222,0.761131448,0,0,0.9,11187,2003,未流失
16247,4,42.3125,0.650531376,0,0,0.176470588,2859,8905,已流失
16248,4,18.07692308,0.835809748,1,1,0.0,0,11952,已流失
16249,4,35.33333333,0.732319917,0,0,0.25,4319,7814,已流失
16250,4,45.0,0.739945312,0,0,0.692307692,8074,3781,准流失
16251,4,73.88888889,0.671,0,0,0.5,3985,3985,准流失
16252,4,39.77777778,0.727607314,0,0,0.684210526,8187,4302,准流失
16253,4,38.5625,0.956065784,0,0,0.411764706,7740,7805,已流失
16254,4,42.15384615,0.774016747,0,0,0.428571429,7599,5511,已流失
16255,4,40.88235294,0.582766791,0,1,0.555555556,6075,5216,准流失
16256,4,25.17857143,0.886206897,1,1,0.482758621,6100,6600,已流失
16257,4,31.0,0.63600701,1,1,0.25,2992,8901,已流失
16258,4,20.5,0.704975834,0,0,1.0,12414,0,未流失
16259,4,27.9,0.735323976,0,0,1.0,11923,0,未流失
16260,4,45.92857143,0.521475145,0,0,0.466666667,6142,3901,已流失
16261,4,25.25,0.652988147,0,1,0.56,6796,5559,准流失
16262,4,57.4,0.909117467,0,0,0.363636364,4063,9507,已流失
16263,4,24.41666667,0.682287156,0,0,1.0,11680,0,未流失
16264,4,30.6,0.582887661,0,0,0.363636364,2979,6463,已流失
16265,4,50.16666667,0.672478853,1,1,0.461538462,4710,7237,已流失
16266,5,25.82352941,0.768990792,0,0,0.722222222,8738,2034,准流失
16267,5,35.66666667,0.557088517,0,0,0.578947368,7664,4742,准流失
16268,4,30.92307692,0.780847297,0,0,0.785714286,10492,1846,准流失
16269,4,36.23076923,0.598529495,0,0,0.5,7179,3748,准流失
16270,4,17.1875,0.66083363,0,0,0.882352941,8808,958,准流失
16271,4,34.52380952,0.566933669,0,0,0.409090909,3756,7639,已流失
16272,4,17.52380952,0.622789674,0,0,0.863636364,11929,1858,准流失
16273,4,32.65,0.581612853,0,0,0.333333333,3682,4943,已流失
16274,4,30.30769231,0.744304533,0,0,0.785714286,10899,4389,准流失
16275,4,3.0,0.91827957,0,0,0.0,0,16205,已流失
16276,4,86.42857143,0.725755104,0,1,0.375,5522,7568,已流失
16277,4,34.41666667,0.775677594,0,0,0.538461538,4912,7545,准流失
16278,4,82.16666667,0.728283417,0,1,0.428571429,5539,7461,已流失
16279,4,30.82352941,0.711320917,0,28,0.444444444,5082,6261,已流失
16280,4,79.0,1.052657833,0,0,1.0,17128,0,未流失
16281,4,41.70588235,0.639072919,0,6,0.611111111,6755,4573,准流失
16282,4,18.45,0.890020971,2,2,0.095238095,1223,13197,已流失
16283,4,22.85,0.795646025,0,0,0.523809524,8234,5334,准流失
16284,4,33.11764706,0.738966118,0,0,0.722222222,8146,2799,准流失
16285,4,57.125,0.61548363,0,0,0.888888889,9356,3422,准流失
16286,4,33.26315789,0.689008119,0,0,0.5,8238,7189,准流失
16287,4,35.35714286,0.73699737,0,3,0.933333333,12991,506,未流失
16288,4,216.3333333,0.614162806,0,0,0.75,5144,3796,准流失
16289,4,82.5,0.782493939,0,0,0.285714286,4259,9891,已流失
16290,4,88.25,0.84,0,0,0.8,11369,3344,准流失
16291,4,52.25,0.669856073,1,2,0.307692308,3307,6829,已流失
16292,4,63.9,0.692858543,0,0,0.363636364,4949,9440,已流失
16293,4,88.4,0.645,0,0,0.333333333,2658,5316,已流失
16294,4,41.17647059,0.758101634,0,0,0.666666667,9240,4587,准流失
16295,4,28.33333333,0.819165563,0,0,0.578947368,7596,5713,准流失
16296,4,20.0,0.527531544,0,0,0.166666667,984,8942,已流失
16297,4,28.57142857,0.758337336,0,0,0.590909091,9213,4720,准流失
16298,4,40.13333333,0.820658077,2,3,0.1875,1671,10856,已流失
16299,4,23.25,0.684754961,0,0,0.952380952,11737,1108,未流失
16300,5,37.63636364,0.898864724,0,2,0.833333333,12941,1572,准流失
16301,4,37.16666667,0.618028492,0,2,0.578947368,6921,4693,准流失
16302,4,38.28571429,1.049065262,0,0,0.5,1618,12370,准流失
16303,4,61.90909091,1.166869052,0,0,0.5,6624,6904,准流失
16304,4,45.14285714,0.666985704,0,0,0.4,2124,10921,已流失
16305,6,34.9,0.774736292,2,7,0.619047619,8266,7364,准流失
16306,4,77.11111111,1.032066087,0,2,0.4,2959,11444,已流失
16307,4,175.3333333,0.653788894,0,21,0.25,0,7592,已流失
16308,4,62.44444444,0.762100288,0,3,0.2,4982,7617,已流失
16309,5,28.72727273,0.763942937,0,0,0.47826087,5483,7365,已流失
16310,4,35.2,0.741747175,0,0,0.571428571,6819,5080,准流失
16311,4,27.59090909,0.782913698,1,1,0.695652174,9849,4874,准流失
16312,4,24.92592593,0.522380516,0,71,0.5,2857,7044,准流失
16313,4,59.45454545,0.709954047,1,1,0.416666667,5477,4065,已流失
16314,4,46.0,0.618973246,0,0,0.4,5001,4724,已流失
16315,4,61.85714286,0.948883983,1,3,0.625,12406,2881,准流失
16316,4,41.93333333,0.606347019,0,0,0.375,4302,7191,已流失
16317,4,46.76923077,0.760476019,0,24,0.928571429,11239,1087,未流失
16318,4,66.66666667,0.826274663,1,1,0.3,3605,9133,已流失
16319,4,77.66666667,0.60826194,2,2,0.4,3657,5648,已流失
16320,4,49.5,0.522778895,0,16,0.818181818,10961,1101,准流失
16321,4,63.9,0.986014502,0,0,0.454545455,5977,6736,已流失
16322,4,54.23076923,0.584775095,2,16,0.285714286,1255,7616,已流失
16323,4,128.0,1.048553134,0,0,0.8,15645,646,准流失
16324,4,36.5,0.70357326,0,0,0.4,2759,9324,已流失
16325,4,62.3,0.582828148,0,1,0.636363636,8883,3259,准流失
16326,4,34.0,0.782147382,0,25,0.473684211,5067,6354,已流失
16327,4,32.75,0.587077819,0,5,0.352941176,4766,6957,已流失
16328,5,29.13636364,0.677243555,1,1,0.695652174,7784,3836,准流失
16329,4,39.83333333,0.88261082,2,20,0.526315789,8483,6552,准流失
16330,4,38.29411765,0.640452659,0,0,0.333333333,3317,9501,已流失
16331,4,35.21428571,0.847445506,0,1,0.466666667,5366,8708,已流失
16332,4,38.54545455,0.71117294,0,0,0.75,10621,2289,准流失
16333,4,50.84615385,0.513223728,0,2,0.785714286,7432,1982,准流失
16334,4,42.2,0.556129759,1,1,0.727272727,6049,3785,准流失
16335,5,70.2,1.082125374,0,0,0.727272727,10202,4250,准流失
16336,4,53.61538462,0.570083147,0,0,0.5,7583,3494,准流失
16337,4,37.9375,0.565427055,2,2,0.294117647,2006,7380,已流失
16338,4,29.94444444,0.686490821,0,0,0.368421053,3576,6969,已流失
16339,4,40.71428571,0.589735564,0,0,0.4,2990,7203,已流失
16340,4,41.1,0.703536678,0,0,0.818181818,11858,1873,准流失
16341,4,42.28571429,0.870063458,0,1,0.266666667,2815,10593,已流失
16342,4,32.64285714,0.665631181,0,12,0.6,5563,4750,准流失
16343,4,23.07142857,0.819934098,0,9,0.133333333,1961,12388,已流失
16344,4,47.90909091,0.669419851,0,0,0.5,6536,5750,准流失
16345,4,36.0,0.694034602,0,0,0.846153846,12374,1331,准流失
16346,4,30.42857143,0.649802441,0,1,0.454545455,5815,4542,已流失
16347,4,54.53846154,0.620331098,0,0,0.214285714,3246,8943,已流失
16348,4,31.27272727,0.735626243,0,0,0.565217391,6006,5284,准流失
16349,4,91.125,0.536917217,1,2,0.777777778,9706,1970,准流失
16350,4,48.71428571,0.91996084,0,0,0.875,13645,1455,准流失
16351,4,39.7,0.609565898,0,1,0.909090909,9955,997,未流失
16352,4,23.58333333,0.604436185,0,6,0.923076923,10504,672,未流失
16353,4,11.0,0.73,3,3,1.0,7592,0,未流失
16354,4,41.15384615,0.842500427,0,1,0.214285714,1468,11377,已流失
16355,4,28.73913043,0.885900383,0,0,0.375,5897,8892,已流失
16356,4,45.35714286,0.795906842,0,0,0.466666667,5561,7504,已流失
16357,4,39.4,0.739500225,0,0,0.375,5460,7495,已流失
16358,4,46.93333333,0.627919708,0,23,0.6875,7472,3511,准流失
16359,4,36.2,0.614700042,0,1,0.875,7992,2298,准流失
16360,4,46.28571429,0.796935632,0,26,0.25,1000,14497,已流失
16361,4,46.9,0.811839881,0,0,0.636363636,7697,5232,准流失
16362,4,74.57142857,1.001292135,0,0,0.375,5527,8940,已流失
16363,4,26.63157895,0.609471407,0,1,0.6,7580,3312,准流失
16364,4,36.625,0.697389091,1,10,0.941176471,11452,1908,未流失
16365,5,29.42105263,0.708617898,1,13,0.6,6492,7720,准流失
16366,4,32.42105263,0.582713126,1,3,0.2,1491,9418,已流失
16367,6,56.77777778,0.665384615,0,4,0.5,2608,6878,准流失
16368,4,43.0,0.871267008,0,0,0.333333333,3588,8789,已流失
16369,4,27.6,0.802955866,3,3,0.0,0,12738,已流失
16370,4,24.52,0.654337477,0,1,0.615384615,6204,4475,准流失
16371,4,40.0,0.68575648,0,0,0.571428571,4571,8913,准流失
16372,4,41.6,0.765847444,0,1,0.454545455,4698,7283,已流失
16373,4,36.89473684,0.685594085,1,37,0.45,5063,6134,已流失
16374,4,18.76190476,0.821192182,0,24,0.863636364,13506,1200,准流失
16375,4,51.16666667,0.759778052,0,0,1.0,11619,0,未流失
16376,4,40.4,0.865678824,0,0,0.6875,9533,4675,准流失
16377,4,21.35714286,0.904151889,0,2,0.206896552,2400,10300,已流失
16378,4,64.71428571,0.745839387,0,1,0.375,4434,8932,已流失
16379,4,35.14285714,0.779076826,0,0,0.5,5707,6956,准流失
16380,4,68.8,0.60404078,0,4,0.181818182,1555,10058,已流失
16381,4,48.85714286,0.818665891,0,0,0.4,5918,6764,已流失
16382,4,52.36363636,0.855424455,2,2,0.75,9977,3150,准流失
16383,4,49.15384615,0.761561566,0,0,0.642857143,7781,4035,准流失
16384,4,23.83333333,0.731113914,0,0,0.526315789,7911,5478,准流失
16385,4,53.25,0.782058201,2,8,0.384615385,5776,8369,已流失
16386,4,47.53846154,0.77925924,1,1,0.357142857,2633,9417,已流失
16387,4,32.3125,0.845973097,0,0,0.705882353,7938,3438,准流失
16388,4,29.28571429,0.699490723,0,0,0.866666667,11069,1620,准流失
16389,4,34.63157895,0.633030069,0,1,0.4,3936,8333,已流失
16390,4,47.5,0.577777778,0,0,0.888888889,9853,985,准流失
16391,4,16.54545455,0.833048478,1,2,1.0,13051,0,未流失
16392,4,52.38461538,0.735052972,0,3,0.428571429,3533,10739,已流失
16393,4,66.7,0.816084387,0,1,0.545454545,7945,6408,准流失
